collection_name,creator,rarity_score,trait_count,past_avg_price,floor_price,sales_last_7d,sales_last_30d,twitter_followers,discord_members,engagement_rate,listing_count,days_since_mint,blockchain,sale_price
Art Blocks,Meebits_Dev,40.69,14.0,39.4201,12.2159,5,25,712125,253350.0,0.0724,2414,340,polygon,7.385
Meebits,CoolCats_Dev,203.22,1.0,10.9424,3.9091,69,345,1301505,6770.0,0.0211,2895,1044,polygon,2.9777
World of Women,Invisible_Studio,433.23,9.0,125.515,37.7907,144,576,1245003,416288.0,0.0988,710,1046,polygon,13.5569
Cool Cats,YugaLabs,352.0,8.0,19.5235,5.9714,31,93,22991,22264.0,0.1405,4272,461,ethereum,13.075
CloneX,Azuki_Team,42.15,9.0,21.5617,6.2002,65,325,819663,318284.0,0.0126,2612,81,ethereum,12.5042
Invisible Friends,SnowFro,80.79,14.0,2.0012,1.5056,194,776,1727100,229240.0,0.1274,2771,821,solana,1.5745
Cool Cats,Decentraland_Fdn,196.76,6.0,22.1422,7.4053,33,99,1591640,69988.0,0.0278,4386,123,ethereum,9.1395
Pudgy Penguins,LarvaLabs,51.59,2.0,11.4906,3.8159,197,591,1709841,257354.0,,2329,21,ethereum,5.5921
Invisible Friends,Meebits_Dev,467.09,1.0,5.6396,2.16,102,204,1908644,181180.0,0.0284,2307,1137,ethereum,11.3578
Meebits,CyberKongz_Dev,326.49,7.0,2.9956,1.7651,144,720,123272,49352.0,0.0904,2830,681,polygon,1.3854
Decentraland,GaryVee,48.32,3.0,377.5376,110.6217,64,320,540983,277757.0,0.0364,4690,780,solana,100.0447
Cool Cats,Decentraland_Fdn,394.24,2.0,4.9365,3.2669,64,256,919058,22021.0,0.0817,1274,1056,ethereum,7.7712
World of Women,Evan_Conceicao,184.83,3.0,1.7544,0.7801,78,156,1020265,269177.0,0.0904,787,1114,solana,2.2121
CyberKongz,Decentraland_Fdn,123.19,4.0,4.4667,1.9389,25,125,1572614,113080.0,0.0932,548,1147,ethereum,4.5878
RTFKT,CoolCats_Dev,285.42,2.0,5.9172,4.2128,63,126,1449002,415333.0,0.1027,3687,160,ethereum,8.6248
Sandbox Land,RTFKTstudios,,7.0,24.2368,8.6365,178,356,1412584,475133.0,0.0113,63,389,ethereum,13.6057
VeeFriends,Azuki_Team,233.23,10.0,10.6588,8.7212,0,0,317458,466092.0,0.1058,3542,922,ethereum,8.2873
Art Blocks,Decentraland_Fdn,422.06,5.0,27.5843,10.094,114,342,1355422,468852.0,0.024,4423,35,ethereum,19.1611
Pudgy Penguins,Meebits_Dev,464.1,2.0,6.4525,2.0671,137,411,1591914,50321.0,0.1019,3410,282,ethereum,6.6589
VeeFriends,Sandbox_AG,171.93,9.0,12.6333,6.7432,28,140,1504277,254926.0,0.0195,861,618,solana,5.936
Cool Cats,Meebits_Dev,321.58,2.0,4.3442,1.5663,22,66,1166152,112281.0,0.0724,3317,412,ethereum,5.541
Bored Ape YC,Evan_Conceicao,114.18,11.0,2.9658,2.1307,110,550,177047,48445.0,0.0586,2219,208,solana,1.9692
Otherdeed,Azuki_Team,280.55,6.0,4.6412,1.49,43,129,299906,196139.0,0.1451,121,1078,polygon,2.1281
Azuki,SnowFro,127.76,6.0,3.6393,1.0767,195,780,1486426,214711.0,0.095,996,538,ethereum,4.1703
Moonbirds,Evan_Conceicao,286.11,,22.2067,16.0716,38,152,1736525,148269.0,0.0141,3713,494,polygon,4.705
Moonbirds,SnowFro,86.69,4.0,27.9524,10.2403,26,130,1650807,57171.0,0.1054,2809,789,ethereum,19.4517
CloneX,Invisible_Studio,470.68,3.0,32.7659,14.4689,66,330,853689,204204.0,0.0299,2503,804,ethereum,18.2748
VeeFriends,Sandbox_AG,443.57,8.0,10.9409,4.6982,66,330,1174761,77764.0,0.0436,3883,591,polygon,3.661
RTFKT,WoW_NFT,169.12,3.0,31.4893,11.3835,32,160,353650,20456.0,0.0574,2625,1064,polygon,6.4935
Pudgy Penguins,Invisible_Studio,388.55,10.0,1.2029,0.5414,132,264,1183812,225706.0,0.1167,4841,355,ethereum,6.875
CyberKongz,GaryVee,48.66,4.0,31.5736,12.6253,69,138,391195,33100.0,0.1417,263,1045,ethereum,25.2677
CyberKongz,WoW_NFT,370.44,8.0,8.7427,5.543,105,315,1590238,482983.0,0.1387,1438,1042,ethereum,8.7541
Sandbox Land,CyberKongz_Dev,141.95,8.0,18.5125,9.5118,48,96,1571120,419196.0,0.0264,950,11,solana,5.7556
Meebits,KevinRose_Team,68.69,9.0,22.3669,7.0712,19,57,102807,462951.0,0.01,2075,905,ethereum,14.525
CyberKongz,Evan_Conceicao,339.42,11.0,1.7477,1.371,12,48,1871464,51380.0,0.1245,4555,190,ethereum,6.3919
Sandbox Land,Azuki_Team,235.43,8.0,1.852,0.7426,10,30,1592330,232546.0,0.0439,2052,583,ethereum,3.7415
Mutant Ape YC,SnowFro,265.54,12.0,2.7856,1.907,174,348,756810,412055.0,0.0878,1584,1102,ethereum,6.1832
Art Blocks,WoW_NFT,,,27.5105,8.8278,52,260,902654,287806.0,0.1468,431,235,polygon,8.038
Bored Ape YC,Sandbox_AG,30.66,11.0,25.1088,10.2585,61,183,158116,153325.0,0.0288,1975,675,solana,7.9111
Chromie Squiggle,Azuki_Team,26.64,5.0,1.7426,0.868,115,575,1872685,415790.0,0.0569,1151,933,ethereum,3.1913
Sandbox Land,RTFKTstudios,300.98,9.0,2.2432,1.3808,19,76,202095,154680.0,0.1303,954,576,ethereum,7.2411
Pudgy Penguins,YugaLabs,312.31,,3.9365,1.8816,120,480,1844889,486917.0,0.0978,677,94,ethereum,10.172
CloneX,RTFKTstudios,24.54,13.0,9.9072,2.919,104,520,1309129,50463.0,0.1407,3164,79,polygon,1.9558
Art Blocks,CyberKongz_Dev,189.84,4.0,1.9871,0.8742,158,474,1837467,353028.0,0.0951,3547,621,polygon,1.5691
Azuki,Invisible_Studio,306.81,8.0,1.7683,0.8135,24,48,741818,6730.0,0.0462,3706,31,ethereum,4.121
CyberKongz,WoW_NFT,328.68,3.0,4.7903,1.6716,3,15,1791441,457148.0,0.121,277,19,ethereum,7.0675
RTFKT,YugaLabs,414.31,9.0,9.6804,4.9704,154,616,852549,177708.0,0.1141,4607,1144,ethereum,9.4448
VeeFriends,CyberKongz_Dev,210.95,1.0,2.2483,1.0869,74,222,700505,10295.0,0.1401,2540,639,ethereum,2.7499
CryptoPunks,Azuki_Team,,6.0,7.1856,3.9002,12,48,674426,417694.0,0.0719,2814,569,polygon,1.5711
Moonbirds,YugaLabs,289.7,1.0,21.9856,15.9628,111,333,1903976,483735.0,0.0759,4388,121,ethereum,18.3332
CryptoPunks,CoolCats_Dev,156.71,5.0,2.6169,0.9398,92,460,931344,459985.0,0.0492,1385,943,ethereum,4.6731
VeeFriends,CyberKongz_Dev,27.86,7.0,11.1336,3.4983,190,760,957402,242920.0,0.041,2521,613,solana,3.0278
Pudgy Penguins,Sandbox_AG,3.11,5.0,50.0316,15.3284,188,564,1287277,30886.0,0.1495,364,264,ethereum,33.307
Sandbox Land,KevinRose_Team,418.23,6.0,8.6874,2.7131,107,428,1111900,113962.0,0.1466,2466,903,ethereum,7.5027
Decentraland,CoolCats_Dev,100.92,3.0,4.7945,2.2515,31,155,1082507,15550.0,0.0799,1337,285,ethereum,4.9963
World of Women,LarvaLabs,315.5,,30.9627,18.1051,149,447,758432,22246.0,0.1433,920,604,ethereum,19.6732
RTFKT,RTFKTstudios,288.95,12.0,8.0533,3.1036,40,200,328900,79484.0,0.0541,3095,672,ethereum,8.1445
World of Women,Meebits_Dev,200.42,7.0,57.1266,16.8676,167,334,1989133,281624.0,0.1276,659,335,ethereum,36.1226
Azuki,CoolCats_Dev,416.91,1.0,21.1291,7.4989,120,240,982831,383168.0,0.0956,4870,1051,ethereum,17.8949
Invisible Friends,CyberKongz_Dev,349.5,1.0,6.6445,2.9701,70,350,1944518,,0.1078,1170,844,ethereum,9.5575
Cool Cats,CoolCats_Dev,12.35,10.0,21.6934,7.9696,195,780,921495,102520.0,0.108,405,347,ethereum,13.782
Otherdeed,Decentraland_Fdn,388.57,14.0,19.2979,6.5833,102,204,1199055,300913.0,0.0957,2238,188,polygon,3.2608
CyberKongz,Meebits_Dev,253.99,13.0,50.3212,15.2573,77,308,1091701,115482.0,0.128,1947,395,ethereum,34.141
Invisible Friends,WoW_NFT,174.16,6.0,6.7496,2.321,37,111,1931525,230601.0,0.0594,3292,558,ethereum,4.8686
Meebits,Invisible_Studio,363.72,7.0,9.8085,4.7089,129,387,221784,444482.0,0.1275,3339,661,ethereum,9.7143
Art Blocks,Invisible_Studio,343.35,3.0,7.0102,4.1628,53,159,1035272,67358.0,0.0283,2965,480,solana,4.3005
CloneX,RTFKTstudios,155.98,1.0,23.4712,10.433,30,90,307477,437487.0,0.0308,2877,48,solana,8.6585
Moonbirds,RTFKTstudios,491.54,11.0,2.3842,1.3097,23,115,1736128,135569.0,0.1079,3887,811,ethereum,6.572
Pudgy Penguins,Meebits_Dev,324.71,6.0,50.9781,15.186,128,384,1060723,335177.0,0.1128,3261,455,ethereum,27.7892
Pudgy Penguins,LarvaLabs,303.28,7.0,17.8025,7.8428,184,552,1846126,130711.0,0.1354,705,403,ethereum,18.086
Art Blocks,Meebits_Dev,35.87,5.0,2.0118,0.9228,50,250,551232,82090.0,0.0419,2321,667,ethereum,1.9266
Otherdeed,CoolCats_Dev,140.38,5.0,35.7344,19.1043,43,172,326194,225256.0,0.0094,3441,1002,ethereum,21.5235
CryptoPunks,Sandbox_AG,224.04,14.0,170.0093,65.4255,122,244,1258248,190636.0,0.0766,1342,6,ethereum,68.4528
Meebits,YugaLabs,315.68,12.0,34.3007,14.9125,28,112,291974,253782.0,0.1314,4319,1152,ethereum,24.487
Sandbox Land,GaryVee,256.87,10.0,32.8516,24.8382,17,68,745816,118165.0,,2418,765,ethereum,19.7169
World of Women,GaryVee,381.75,6.0,15.7547,4.9652,127,508,628061,489166.0,0.1288,1613,656,ethereum,12.897
Moonbirds,LarvaLabs,132.02,11.0,1.1581,0.6103,104,208,441859,335955.0,0.074,1913,62,ethereum,2.4039
World of Women,WoW_NFT,351.38,5.0,1.0203,0.4902,5,15,261870,420316.0,0.1296,3099,853,polygon,1.8882
Decentraland,SnowFro,408.48,8.0,9.2163,6.0867,47,188,1312961,389987.0,0.0329,3549,864,ethereum,10.6035
Invisible Friends,CoolCats_Dev,382.76,3.0,5.2499,2.2026,39,156,1516464,362105.0,0.1383,1286,672,solana,4.4585
Mutant Ape YC,SnowFro,385.65,10.0,4.1206,1.4956,136,544,788118,71152.0,0.0855,866,962,ethereum,8.5222
VeeFriends,RTFKTstudios,444.37,1.0,13.3132,4.1566,133,665,562423,294084.0,0.059,467,1006,polygon,2.7724
Meebits,SnowFro,43.01,11.0,10.5914,9.3811,149,596,315646,448988.0,0.0877,2485,1006,solana,4.0114
Mutant Ape YC,Evan_Conceicao,348.9,9.0,2.6917,0.784,19,57,1354237,48145.0,0.1178,4636,392,solana,3.228
Sandbox Land,RTFKTstudios,484.37,1.0,7.2168,2.6152,169,676,1617713,231466.0,0.0368,4795,808,polygon,1.848
Azuki,YugaLabs,287.25,8.0,46.9355,27.4357,41,123,1096273,92250.0,0.0162,2803,69,polygon,5.9581
Bored Ape YC,YugaLabs,109.44,4.0,1.8637,1.2333,198,594,863801,397523.0,0.1102,2663,674,ethereum,2.9209
Pudgy Penguins,Azuki_Team,499.38,7.0,22.1474,12.7268,174,696,1296903,465696.0,0.1429,2521,176,polygon,4.2768
Moonbirds,Azuki_Team,88.16,1.0,7.9896,2.5051,91,273,1830183,25913.0,0.0959,1193,369,ethereum,5.6539
Meebits,Meebits_Dev,168.44,11.0,14.9124,8.6275,157,628,1979380,400692.0,0.0222,2085,812,ethereum,12.3999
Chromie Squiggle,Evan_Conceicao,86.86,8.0,36.0726,16.7231,134,536,387205,180354.0,0.0969,4679,510,ethereum,23.6265
Invisible Friends,KevinRose_Team,232.79,6.0,30.1549,10.9085,154,770,953721,481952.0,0.0184,3084,1036,solana,13.7964
Sandbox Land,Azuki_Team,210.02,13.0,42.4304,13.343,3,6,1752762,7488.0,0.0462,1228,105,ethereum,23.3312
Azuki,CoolCats_Dev,246.13,10.0,2.978,1.1253,16,48,1265824,95809.0,0.0057,447,1166,ethereum,5.3835
Decentraland,Evan_Conceicao,464.06,9.0,49.1631,17.0541,181,905,1631911,359270.0,0.0736,3758,848,ethereum,29.7039
Sandbox Land,RTFKTstudios,239.68,3.0,2.3089,1.6109,156,468,1991683,389227.0,0.0489,4515,517,ethereum,5.2068
Cool Cats,YugaLabs,257.8,8.0,19.5421,6.1193,123,492,208279,39817.0,0.0155,556,30,ethereum,14.3997
Bored Ape YC,WoW_NFT,443.45,10.0,10.3213,6.1098,62,248,1224926,80118.0,0.047,1882,51,ethereum,13.5395
Sandbox Land,RTFKTstudios,409.06,13.0,10.5962,8.0217,84,420,1063596,169209.0,0.0975,4261,496,ethereum,13.5791
Doodles,SnowFro,120.62,9.0,23.1037,6.715,78,156,569819,17508.0,0.0441,1273,687,ethereum,14.7253
CloneX,CyberKongz_Dev,7.45,3.0,2.4488,1.6281,86,258,1307538,390896.0,0.0223,911,607,ethereum,3.7918
VeeFriends,WoW_NFT,315.12,10.0,1.1902,0.8871,125,375,208176,334860.0,0.0822,1976,357,ethereum,5.1816
Bored Ape YC,WoW_NFT,422.58,2.0,32.7465,12.7664,151,604,991216,374508.0,0.1132,1976,780,ethereum,19.2523
Cool Cats,Decentraland_Fdn,276.87,5.0,10.0664,5.6013,76,380,829669,234860.0,0.1247,2412,737,ethereum,8.659
CloneX,KevinRose_Team,106.38,13.0,23.7354,17.801,166,332,780831,320180.0,0.0713,4828,412,polygon,4.7208
Bored Ape YC,Azuki_Team,370.94,12.0,10.6307,4.2475,18,36,1228540,286439.0,0.1069,4862,391,ethereum,7.7877
Invisible Friends,Meebits_Dev,335.1,13.0,2.4052,0.8301,161,805,1887712,347040.0,0.1252,2901,531,solana,2.8521
Moonbirds,SnowFro,282.95,5.0,42.6184,14.2871,135,540,1894898,225349.0,0.1013,385,892,solana,10.6256
Chromie Squiggle,WoW_NFT,431.8,10.0,3.9908,2.8736,102,408,1401791,325650.0,0.0796,1327,705,ethereum,8.6457
Decentraland,KevinRose_Team,392.34,10.0,16.161,6.7558,75,150,662360,,0.0099,911,153,ethereum,14.4198
VeeFriends,LarvaLabs,334.31,4.0,6.2526,2.0607,74,296,1931756,320673.0,0.0442,13,1107,ethereum,5.1164
Moonbirds,GaryVee,332.71,14.0,45.2215,32.2385,72,216,1996744,,0.0487,1919,243,polygon,8.0478
CyberKongz,GaryVee,331.44,14.0,2.3782,1.5654,189,756,1692537,174892.0,0.0599,43,806,polygon,2.5665
Mutant Ape YC,WoW_NFT,263.06,2.0,3.0074,2.9894,5,10,1746347,439466.0,0.1427,2875,21,polygon,1.9269
CryptoPunks,RTFKTstudios,232.5,11.0,11.7856,5.0985,126,378,1634354,14180.0,0.0321,1380,306,ethereum,10.52
Decentraland,Azuki_Team,355.09,7.0,1.7967,1.2085,197,788,1520358,243142.0,0.0817,3626,678,ethereum,5.0682
Azuki,GaryVee,305.64,10.0,18.7282,6.6634,108,432,1451401,220968.0,0.1487,2639,1016,ethereum,14.3212
CyberKongz,SnowFro,245.5,8.0,105.6039,31.0095,127,635,1276953,434055.0,0.0932,4754,675,polygon,16.0363
Bored Ape YC,Azuki_Team,64.2,4.0,3.7863,2.4879,119,595,1292335,22825.0,0.0321,2429,67,ethereum,3.4274
Bored Ape YC,YugaLabs,351.26,2.0,18.8856,7.2007,101,202,779838,108454.0,0.1441,791,1146,polygon,3.8548
Azuki,WoW_NFT,323.35,8.0,0.253,0.1654,125,250,1773780,234486.0,0.0511,4610,327,solana,2.2271
CyberKongz,LarvaLabs,171.78,12.0,4.4696,4.2771,180,540,1269486,407743.0,0.0081,1551,438,ethereum,4.2301
VeeFriends,Azuki_Team,178.81,12.0,8.9157,3.0782,142,710,1227012,232093.0,0.0653,3822,130,ethereum,5.4296
Meebits,SnowFro,124.11,4.0,3.4993,1.6783,169,507,1483797,319510.0,0.0369,3915,835,ethereum,4.0913
Moonbirds,RTFKTstudios,481.0,13.0,55.2435,16.4075,110,550,151039,89442.0,0.123,4624,536,polygon,7.9757
Azuki,CoolCats_Dev,430.24,5.0,7.0767,3.0298,154,308,1837850,471653.0,0.0338,3204,264,ethereum,8.6192
Sandbox Land,Meebits_Dev,280.96,8.0,5.048,3.622,175,875,1165335,392152.0,0.1232,2563,764,solana,2.6651
Decentraland,Azuki_Team,201.42,5.0,6.0549,2.8501,42,84,1888827,21587.0,0.0064,1930,235,ethereum,7.3393
Decentraland,Evan_Conceicao,368.68,8.0,0.677,0.4492,171,855,206118,352134.0,0.1394,2238,637,solana,4.2226
Bored Ape YC,RTFKTstudios,264.34,8.0,3.681,1.1521,137,685,467633,64795.0,0.0073,3903,796,polygon,1.9892
Invisible Friends,CoolCats_Dev,487.95,10.0,38.7298,14.201,88,264,1898627,279813.0,0.1408,2834,973,ethereum,30.9148
Chromie Squiggle,GaryVee,28.51,7.0,0.6603,0.3563,154,462,1385814,354250.0,0.012,255,834,polygon,0.7396
Doodles,YugaLabs,18.11,8.0,4.1446,1.7868,33,132,1293514,462961.0,0.131,1867,681,polygon,1.1451
Doodles,WoW_NFT,284.74,10.0,7.4171,2.7741,139,556,808927,35345.0,0.1249,4571,41,solana,4.2626
Chromie Squiggle,Meebits_Dev,102.44,6.0,107.4011,36.3192,115,230,1111514,143664.0,0.0896,1061,279,ethereum,44.5147
Meebits,Decentraland_Fdn,302.55,8.0,13.5305,11.272,177,354,1092801,345219.0,0.0064,2366,693,ethereum,14.2994
CryptoPunks,GaryVee,390.93,2.0,2.4258,2.2965,124,620,396043,131089.0,0.0936,4184,644,ethereum,7.3924
VeeFriends,SnowFro,69.92,13.0,27.579,21.4434,105,525,1133382,356328.0,0.0931,1458,640,ethereum,16.836
CloneX,Decentraland_Fdn,220.86,2.0,3.6629,1.843,104,208,1031776,,0.084,3405,882,ethereum,5.8138
Invisible Friends,Meebits_Dev,344.64,13.0,32.5949,15.0431,110,550,626494,81874.0,0.0951,3927,1085,ethereum,18.4006
Meebits,GaryVee,417.1,11.0,1.1769,0.8775,178,890,685390,272265.0,0.1452,1635,604,ethereum,5.5312
Cool Cats,GaryVee,248.68,14.0,32.947,16.247,157,785,1535865,344581.0,0.1493,4479,162,ethereum,24.23
World of Women,CyberKongz_Dev,103.87,1.0,5.7923,2.7529,18,36,1350934,102758.0,0.0786,2236,530,ethereum,5.6202
Decentraland,Sandbox_AG,293.31,4.0,1.6603,1.3045,106,424,940111,436989.0,0.0147,1487,304,polygon,1.5323
Mutant Ape YC,Evan_Conceicao,227.8,1.0,11.368,3.4536,57,114,1209017,434460.0,0.021,1134,635,polygon,2.5266
Cool Cats,CoolCats_Dev,386.19,,15.6152,6.2514,32,64,482870,40693.0,0.1083,1340,708,ethereum,13.3001
Decentraland,Sandbox_AG,278.23,,4.8795,2.4752,173,346,998864,152224.0,0.1473,2818,658,ethereum,4.1909
Meebits,WoW_NFT,140.43,11.0,19.7533,8.7124,171,513,1123771,278104.0,0.066,1134,698,solana,6.0461
Bored Ape YC,CoolCats_Dev,377.44,10.0,3.9752,2.2264,187,748,505855,245516.0,0.0156,1798,373,ethereum,5.4605
Meebits,SnowFro,259.36,12.0,29.5872,9.4352,78,156,339376,127570.0,0.0536,3557,213,ethereum,17.8942
Invisible Friends,KevinRose_Team,89.6,1.0,18.5721,7.6192,85,170,1051723,264802.0,0.0584,4379,1025,ethereum,13.7295
Otherdeed,Meebits_Dev,281.97,12.0,9.3197,4.1657,155,465,1881607,481393.0,0.1495,3397,482,polygon,2.9274
CryptoPunks,Meebits_Dev,474.21,5.0,8.6479,2.6388,38,76,923662,153892.0,0.1033,2646,250,ethereum,9.003
Otherdeed,Invisible_Studio,353.05,10.0,16.6369,5.3755,10,50,1802913,109589.0,0.0186,3483,1194,polygon,3.2313
RTFKT,CyberKongz_Dev,150.1,11.0,26.299,8.6738,84,168,1702606,369235.0,0.0512,2064,40,polygon,3.9653
Doodles,Meebits_Dev,355.73,10.0,83.2145,53.2054,125,375,1489627,285381.0,0.0082,1361,416,ethereum,72.2048
Meebits,Sandbox_AG,142.02,6.0,19.1331,13.8364,91,273,1788727,346067.0,0.0983,3750,890,solana,7.6544
Sandbox Land,Sandbox_AG,271.8,9.0,39.3991,14.4571,42,84,822858,323224.0,0.1012,683,493,polygon,7.3235
CryptoPunks,RTFKTstudios,263.77,7.0,396.1059,182.4023,103,515,1518618,380429.0,0.0096,4526,1010,ethereum,120.0718
Decentraland,Invisible_Studio,124.45,9.0,22.5523,8.3241,188,376,289896,364664.0,0.051,2148,431,ethereum,10.4194
Cool Cats,WoW_NFT,174.59,7.0,23.2622,8.0171,54,162,639620,302999.0,0.1355,4088,771,ethereum,14.0098
Moonbirds,Invisible_Studio,471.15,6.0,18.1327,10.4314,80,320,1133459,227298.0,0.1242,503,513,ethereum,14.4839
Moonbirds,Evan_Conceicao,126.05,3.0,2.2857,1.3354,62,186,76659,230145.0,0.0866,2479,563,ethereum,3.7314
Chromie Squiggle,RTFKTstudios,400.71,6.0,5.8592,2.6309,58,174,1530612,132764.0,0.0732,2115,598,solana,4.6678
Sandbox Land,SnowFro,334.02,11.0,4.1112,2.4415,131,262,1850709,224513.0,0.1489,1788,1170,ethereum,7.818
Decentraland,GaryVee,266.78,13.0,26.0119,9.7487,74,222,211060,,0.1086,2564,912,ethereum,10.457
CloneX,CoolCats_Dev,69.62,2.0,10.4249,3.6364,124,248,1984028,358295.0,0.1429,3314,445,polygon,1.6458
Decentraland,Evan_Conceicao,103.08,3.0,11.5334,5.2903,3,9,176778,386481.0,0.0117,4710,500,ethereum,7.5249
Decentraland,Evan_Conceicao,90.31,8.0,46.4303,16.5262,132,396,254478,188579.0,0.0326,4086,487,solana,11.8122
Bored Ape YC,Meebits_Dev,293.81,10.0,28.7386,12.6263,21,63,1524944,366505.0,0.0056,1165,883,polygon,5.3172
Pudgy Penguins,LarvaLabs,486.72,3.0,10.2693,3.6911,75,150,1371389,218686.0,0.1303,4893,709,ethereum,11.154
CryptoPunks,YugaLabs,438.74,5.0,3.1337,2.0057,174,870,1872136,179241.0,0.1044,2496,641,ethereum,6.4186
RTFKT,Invisible_Studio,13.6,1.0,49.8309,17.5023,67,134,850580,81919.0,0.0275,2291,517,solana,14.6361
VeeFriends,CyberKongz_Dev,137.59,1.0,31.6244,11.3438,139,278,1145267,133015.0,0.1462,65,478,polygon,6.1191
Moonbirds,YugaLabs,79.47,3.0,1.0867,0.6521,70,140,297466,339847.0,0.1434,3344,666,solana,1.3965
Otherdeed,Azuki_Team,487.86,11.0,7.3557,3.0778,180,900,1383827,108297.0,0.0345,4435,997,ethereum,11.1372
Mutant Ape YC,RTFKTstudios,118.57,13.0,17.1551,5.4664,190,570,1996203,38554.0,0.0974,1472,1159,solana,3.3619
Invisible Friends,GaryVee,101.46,7.0,18.5296,11.4112,181,543,1193929,136052.0,0.1005,4337,74,ethereum,11.0047
Decentraland,Azuki_Team,310.82,3.0,37.9363,13.3581,79,395,1866491,495257.0,0.0016,446,285,ethereum,27.3286
RTFKT,CyberKongz_Dev,278.54,13.0,21.328,6.3009,63,126,787433,74972.0,0.1036,4834,822,ethereum,11.4314
CloneX,WoW_NFT,113.7,,28.6354,9.0458,121,242,1965226,71954.0,0.034,1272,179,polygon,3.8983
CloneX,GaryVee,335.51,3.0,9.6988,4.8402,163,326,1073572,201647.0,0.1353,2411,732,ethereum,9.5119
Bored Ape YC,Azuki_Team,49.41,2.0,5.0272,1.9965,104,416,288220,191550.0,0.1259,82,508,ethereum,4.4912
Pudgy Penguins,RTFKTstudios,10.67,5.0,11.3969,3.2755,147,735,725490,,0.1359,4492,229,polygon,1.7928
Art Blocks,Sandbox_AG,42.12,11.0,11.1007,4.585,175,700,984103,118966.0,0.1139,2552,605,ethereum,10.0466
Art Blocks,SnowFro,183.07,6.0,5.5353,4.299,150,750,134509,208682.0,0.0256,4853,611,ethereum,6.4746
Mutant Ape YC,Evan_Conceicao,487.53,7.0,0.5194,0.4664,73,365,1791600,145399.0,0.0547,1872,856,ethereum,5.3766
CyberKongz,CoolCats_Dev,274.08,5.0,8.2774,2.7816,49,147,478719,125021.0,0.1066,308,991,ethereum,5.7919
Decentraland,Azuki_Team,377.61,14.0,9.872,4.7944,86,172,1350479,161294.0,0.0492,3394,1146,solana,5.9792
Chromie Squiggle,CoolCats_Dev,161.43,10.0,5.1705,3.1975,115,230,1839994,128631.0,0.1068,823,527,polygon,1.4502
Moonbirds,Evan_Conceicao,359.95,10.0,6.2296,3.3328,168,840,869486,359196.0,0.0511,3080,826,ethereum,11.7757
World of Women,CyberKongz_Dev,483.12,7.0,23.2901,8.0493,60,240,1218860,395085.0,0.0275,184,944,solana,10.5487
Otherdeed,RTFKTstudios,179.52,8.0,2.6559,1.2278,32,160,1033630,88456.0,0.0782,847,1184,solana,2.7621
Decentraland,WoW_NFT,499.53,13.0,2.0147,0.6353,63,252,1528431,248005.0,0.1032,3192,780,ethereum,7.5477
Invisible Friends,SnowFro,319.57,10.0,8.3735,2.9512,118,590,77683,132001.0,0.0781,3372,296,polygon,3.0854
Chromie Squiggle,LarvaLabs,374.55,12.0,38.5119,11.2115,46,230,719589,433803.0,0.0966,770,411,ethereum,12.1969
Sandbox Land,Evan_Conceicao,,1.0,109.3808,33.9559,79,395,1223228,50692.0,0.0663,945,251,solana,22.9439
World of Women,CyberKongz_Dev,321.9,13.0,18.7471,11.4565,51,255,183188,204640.0,0.117,4294,238,polygon,5.292
CryptoPunks,Meebits_Dev,255.99,14.0,2.0376,0.7696,197,394,1719501,165796.0,0.0978,39,368,polygon,2.0093
CyberKongz,Evan_Conceicao,478.24,10.0,3.5653,3.3911,102,408,1264271,181797.0,0.0866,1157,598,ethereum,6.4051
Bored Ape YC,CoolCats_Dev,452.43,14.0,21.2074,6.098,144,720,6085,470626.0,0.0659,4851,944,solana,5.3941
Meebits,Decentraland_Fdn,198.94,8.0,9.1652,5.5462,104,312,24808,270427.0,0.0808,2742,350,ethereum,8.4136
RTFKT,Azuki_Team,473.49,4.0,22.7882,8.5606,2,10,320349,190116.0,0.0086,144,224,ethereum,18.8502
CryptoPunks,RTFKTstudios,442.52,9.0,4.6565,1.4911,52,156,1327980,404000.0,0.1003,4463,152,ethereum,7.9986
CyberKongz,Evan_Conceicao,295.6,9.0,6.7885,4.8449,167,334,1036221,388691.0,0.0315,1715,236,polygon,2.4555
Otherdeed,SnowFro,41.98,3.0,23.1528,7.4215,102,408,964859,72493.0,0.1292,3579,519,ethereum,8.0025
Meebits,WoW_NFT,81.23,3.0,12.4405,12.071,140,280,1122148,230905.0,0.122,3191,494,solana,5.1085
Mutant Ape YC,WoW_NFT,39.36,5.0,3.5875,1.7043,152,456,989660,206108.0,0.0797,1841,479,polygon,1.0429
Invisible Friends,KevinRose_Team,54.89,8.0,6.457,2.9618,112,560,687033,224854.0,0.1272,1858,381,ethereum,4.6983
Sandbox Land,RTFKTstudios,488.5,3.0,0.3381,0.1747,115,230,15134,174521.0,0.1009,2755,544,ethereum,3.7543
CryptoPunks,WoW_NFT,106.87,11.0,5.2426,2.126,47,94,56354,412003.0,0.022,1912,776,ethereum,5.3702
Sandbox Land,Sandbox_AG,345.74,2.0,7.8516,2.3886,49,245,1378222,497976.0,0.1114,878,54,ethereum,10.2447
Sandbox Land,Decentraland_Fdn,318.63,14.0,2.3963,1.3185,29,145,1487328,13507.0,0.1494,3616,1068,polygon,1.3898
CloneX,Sandbox_AG,315.94,10.0,13.384,5.467,59,177,480024,428337.0,0.0071,3374,367,ethereum,10.604
